3.425451755523681641e+00,2.175261497497558594e+00
2.178960800170898438e+01,-7.084716320037841797e+00
6.254628181457519531e+00,1.255093383789062500e+01
2.379389190673828125e+01,-3.826436996459960938e+00
2.469649505615234375e+01,-1.009142684936523438e+01
2.761142921447753906e+01,-1.461316299438476562e+01
1.185532760620117188e+01,-3.162403106689453125e-01
-3.422846603393554688e+01,-1.184079885482788086e+00
-3.121981620788574219e+01,-1.130670905113220215e+00
-2.269017601013183594e+01,2.429117441177368164e+00
1.451902389526367188e+01,1.716586500406265259e-01
2.836356353759765625e+01,-1.141083717346191406e+01
2.058460235595703125e+01,-9.285237312316894531e+00
-3.317083740234375000e+01,-2.398377418518066406e+00
-1.979663610458374023e+00,1.174865722656250000e+01
-3.478306961059570312e+01,-2.743522226810455322e-01
2.869569396972656250e+01,-1.393439960479736328e+01
-3.304208374023437500e+01,-3.528570890426635742e+00
-3.481082916259765625e+01,-1.358473181724548340e+00
1.307694721221923828e+01,5.314370155334472656e+00
-2.198612928390502930e+00,5.098303794860839844e+00
-3.144535064697265625e+01,4.282439351081848145e-01
1.711954879760742188e+01,-9.718817472457885742e-02
2.455523109436035156e+01,-2.015692710876464844e+00
4.482626914978027344e+00,1.515625095367431641e+01
1.472004771232604980e+00,1.009305000305175781e+01
2.152753257751464844e+01,-1.291320610046386719e+01
-3.357585906982421875e+01,-2.376187086105346680e+00
1.916042327880859375e+01,-2.705695867538452148e+00
2.107892417907714844e+01,-1.377733612060546875e+01
-2.209476470947265625e+01,2.332313776016235352e+00
1.652090263366699219e+01,5.823215842247009277e-01
2.459585380554199219e+01,-9.506835937500000000e+00
-3.161894226074218750e+01,-1.310326159000396729e-01
1.374343204498291016e+01,5.693234443664550781e+00
6.024585723876953125e+00,-2.200320243835449219e+00
1.986856079101562500e+01,-1.055802059173583984e+01
-3.992618322372436523e+00,1.007916831970214844e+01
1.796760940551757812e+01,-7.099807262420654297e+00
-3.244285964965820312e+01,3.471693396568298340e-01
-3.175555038452148438e+01,-2.239110469818115234e+00
2.122925186157226562e+01,-8.383821487426757812e+00
-2.974677848815917969e+01,-2.754503250122070312e+00
-2.900303363800048828e+00,5.247834205627441406e+00
-3.122473526000976562e+01,-1.990428447723388672e+00
-3.325461578369140625e+01,-1.768523931503295898e+00
-3.242332839965820312e+01,-2.032477855682373047e+00
-3.497433090209960938e+01,-8.130748271942138672e-01
1.566925048828125000e+01,7.418328285217285156e+00
1.234861660003662109e+01,-1.761634826660156250e+00
-9.549769163131713867e-01,1.116562557220458984e+01
-3.182314109802246094e+01,-9.533149003982543945e-01
2.048307037353515625e+01,2.462419986724853516e+00
1.357038021087646484e+01,6.983983993530273438e+00
6.680009365081787109e+00,-2.791919708251953125e+00
-3.028583335876464844e+01,-3.555035352706909180e+00
-3.235905456542968750e+01,-2.588023424148559570e+00
-3.200329971313476562e+01,3.242635130882263184e-01
1.031295108795166016e+01,3.964101552963256836e+00
-3.222155761718750000e+01,-3.111611604690551758e-01
3.043337821960449219e+00,1.218199253082275391e+01
6.206759929656982422e+00,1.408911132812500000e+01
4.792817115783691406e+00,1.343190574645996094e+01
1.675690078735351562e+01,-3.991441011428833008e+00
-3.235532379150390625e+01,1.015441894531250000e+00
2.025048255920410156e+01,2.408993959426879883e+00
1.559375000000000000e+01,2.819023370742797852e+00
-3.121065139770507812e+01,-3.361235380172729492e+00
-2.284864997863769531e+01,2.717720508575439453e+00
2.111173248291015625e+01,-9.420573234558105469e+00
2.045956230163574219e+01,-1.338855552673339844e+01
2.064219284057617188e+01,-9.853727340698242188e+00
-3.886685609817504883e+00,4.606400966644287109e+00
3.127008199691772461e+00,1.213494110107421875e+01
1.432030296325683594e+01,1.874146342277526855e+00
-3.287845230102539062e+01,9.675733447074890137e-01
-3.164419364929199219e+01,-3.553988218307495117e+00
-1.117537260055541992e+00,4.631186962127685547e+00
-3.088142967224121094e+01,-3.029868602752685547e+00
-3.111430168151855469e+01,-4.043576717376708984e+00
-3.189312362670898438e+01,1.252544403076171875e+00
1.109222507476806641e+01,1.955359816551208496e+00
2.869069480895996094e+01,-1.388012313842773438e+01
-3.356869125366210938e+01,-1.514872670173645020e+00
2.821622276306152344e+01,-1.464614963531494141e+01
2.902569580078125000e+01,-1.222955703735351562e+01
-3.309389495849609375e+01,-9.260302186012268066e-01
-3.152000427246093750e+01,-5.302593111991882324e-01
6.568150520324707031e-01,1.192033767700195312e+01
-3.335239028930664062e+01,-4.678219556808471680e-02
1.017568206787109375e+01,2.345778942108154297e+00
6.144928336143493652e-01,5.473059177398681641e+00
5.846201896667480469e+00,9.868803977966308594e+00
9.287147521972656250e+00,7.884710788726806641e+00
3.996829986572265625e+00,1.170774936676025391e+01
-3.279272079467773438e+01,-4.088603019714355469e+00
1.545312690734863281e+01,5.609769225120544434e-01
-1.403317332267761230e+00,4.586577892303466797e+00
1.220996499061584473e+00,1.415723085403442383e+00
5.571417331695556641e+00,2.374613046646118164e+00
-3.339982986450195312e+01,-4.268106937408447266e+00
1.194409370422363281e+01,3.326967358589172363e-01
-2.827037334442138672e+00,6.878318309783935547e+00
-3.287559890747070312e+01,-6.355690956115722656e-01
-3.451408386230468750e+01,2.857968509197235107e-01
-2.289320945739746094e+00,3.661678552627563477e+00
2.328874397277832031e+01,-6.981582164764404297e+00
2.012663459777832031e+01,-9.316302299499511719e+00
1.413455963134765625e+01,4.038117408752441406e+00
-3.251176071166992188e+01,-3.419772624969482422e+00
-3.314281845092773438e+01,-3.033549547195434570e+00
-3.111684989929199219e+01,-2.380793809890747070e+00
-3.309070587158203125e+01,3.762098252773284912e-01
1.626628684997558594e+01,1.941185355186462402e+00
-3.284984207153320312e+01,-2.096232175827026367e+00
-3.364454650878906250e+01,-3.716372966766357422e+00
-3.872626543045043945e+00,3.760971784591674805e+00
-3.199719429016113281e+01,-3.235056161880493164e+00
2.385978126525878906e+01,-3.023351430892944336e+00
-3.200733566284179688e+01,-4.507090091705322266e+00
-3.471369171142578125e+01,-2.909691810607910156e+00
4.891520023345947266e+00,-2.354449272155761719e+00
1.734613609313964844e+01,-1.763429760932922363e+00
